adaptable,adjective,有適應能力的，能適應的；適應性強的
adaptation,noun,適應
adaptive,adjective,適應的；有適應性的
addict,noun,（尤指對有害之物）有癮的人，入迷的人
addictive,adjective,使人上癮的
additional,adjective,外加的，附加的；額外的；另外的
additive,noun,（食品的）添加劑，添加物
adept,adjective,擅長的；熟練的；內行的
adequate,adjective,足夠的；合格的；合乎需要的
adhere,verb,黏附；附著
adhesive,noun,黏合劑，黏著劑
adjacent,adjective,鄰近的；毗連的
adjoin,verb,緊挨；鄰接；貼近；毗連
adjunct,noun,附屬物；附件
adjust,verb,（尤指為了使某物更正確、有效或合適而）調整，調節
adjustment,noun,調整；調節；小改動
administer,verb,掌管；料理事物
administration,noun,管理；經營；行政
administrative,adjective,管理的；行政的
administrator,noun,管理人員，行政人員
admiration,noun,欽佩；羨慕；讚賞；欣賞
admire,verb,欣賞；羨慕
admit,verb,（尤指不情願地）承認；供認；招認
admittedly,adverb,（尤用於不情願地承認某事時）誠然，無可否認
adobe,noun,（建築用）土坯，黏土
adolescent,noun,青少年
adopt,verb,收養；領養
adoption,noun,領養，收養
adorn,verb,裝扮；裝飾
adornment,noun,裝飾（物）；裝扮（用品）
advance,verb,（使）前進；使進步，使進展；使發展；促進
advanced,adjective,先進的
advancement,noun,發展，提高，改善
advent,noun,（事件、發明或人物的）出現，來臨，到來
adventure,noun,冒險，歷險；奇遇；刺激
adventurer,noun,冒險者；冒險家
adventurous,adjective,喜歡冒險的；大膽創新的
adverse,adjective,不利的；負面的；有害的
adversely,None,None
adversity,noun,逆境；不幸；厄運
advocate,verb,主張；擁護；支持；提倡
aerodynamics,noun,空氣動力學
aesthetic,adjective,美感的；審美的；美學的
affect,verb,影響；侵襲；感染；打動
affected,adjective,矯揉造作的，做作的，裝模作樣的；不自然的
affection,noun,喜愛；鍾愛；摯愛
affectionate,adjective,表示愛的；充滿深情的；有感情的
affective,adjective,感情的，情感的
affiliate,verb,使併入，使隸屬（較大的團體或組織）；使緊密聯繫
affinity,noun,（尤指因為有相同的特徵而引起的）情投意合，喜愛，吸引
affirm,verb,證實；確認；斷言
afflict,verb,使痛苦；使苦惱；折磨
affliction,noun,痛苦；苦惱；折磨
affluent,adjective,富裕的；富足的
afford,verb,買得起；有時間做，能做
affordable,adjective,付得起的；買得起的
agenda,noun,議事日程；（會議的）議程
aggravate,verb,使（局勢等）更嚴重，加劇
aggravating,adjective,惱人的
aggregate,noun,聚集體，集成體；總數，合計
aggregation,None,None
aggressive,adjective,好鬥的；富於攻擊性的；挑釁的
aggressiveness,None,None
agile,adjective,敏捷的，靈活的
agility,None,None
agitation,noun,焦慮，躁動，緊張不安
agreeable,adjective,令人愉悅的，愜意的，宜人的
agriculture,noun,農業；農藝，農學
ailment,noun,小病，微恙
aim,noun,目標，目的；意圖
air,noun,空氣
airborne,adjective,在空中的；空氣傳播的；空運的；飛行中的
aircraft,noun,飛機；飛行器，航空器
airsickness,None,None
ajar,adjective,（門）微開的，半開的
akin,adjective,相似的，類似的
alchemy,noun,煉金術，煉丹術
alder,noun,榿木
alert,adjective,機警的，機敏的，敏捷的
alien,adjective,外國的；異域的；異族的
alignment,noun,列隊，排列整齊
alike,adjective,相似的，類似的；相像的
allegation,noun,（未經證實的）指責，指控
allegory,noun,寓言；諷喻
alliteration,noun,頭韻（尤指詩歌中一組詞以發音相同的子音開頭）
allocate,verb,分配；分派；撥給，劃撥
alloy,noun,合金
allude,phrasal verb,影射，暗指；間接提到
ally,noun,（尤指戰時的）同盟國，盟友
aloft,adverb,在高處；在上面；在空中
alone,adjective,單獨（的），獨自（的）；孤獨的（地），無伴的（地）
aloof,adjective,不友善的；冷漠的
alter,verb,（通常指輕微地）改動，修改；改變，（使）變化
alteration,noun,（通常指輕微地）改動，修改；改變，（使）變化
alternate,verb,輪流，交替
alternately,None,None
alternation,noun,輪流，交替
alternative,adjective,（計劃或方法）可替代的；可供選擇的
altitude,noun,海拔，海拔高度
aluminum,noun,鋁
amateur,adjective,業餘愛好的，非職業的
amaze,verb,使大為驚奇，使驚愕
amazement,noun,驚奇，驚詫，吃驚
amazing,adjective,令人驚詫的，驚人的；令人驚喜的
ambience,noun,氣氛；情調；環境
ambition,noun,抱負；志向；雄心；野心
ambitious,adjective,有抱負的；志向遠大的；雄心勃勃的
ambivalence,adjective,（心情）矛盾的；模棱兩可的，含糊不定的
ambivalent,adjective,（心情）矛盾的；模棱兩可的，含糊不定的
amble,verb,漫步，緩行
amenable,adjective,易接受建議的；耳朵軟的
amend,verb,修訂，修正，修改（法律文件等）
amendment,noun,修改，修訂，修正
amenity,noun,生活福利設施，便利設施；娛樂消遣設施
amnesia,noun,記憶喪失，健忘（症）
amount,noun,（尤指不可數事物的）數量；數額；量；總數
ample,adjective,足夠的，充足的，充裕的
amplification,noun,擴音；放大
amplify,verb,擴大，放大（聲音）
analogous,None,None
analogy,noun,類似；類比；比擬；類推
analysis,noun,分析
analyze,verb,（analyse的美式英語拼寫）
anarchist,noun,無政府主義者
anatomy,noun,解剖學
ancestor,noun,祖先，祖宗
ancestral,None,None
ancestry,noun,祖先，祖宗
anecdotal,adjective,趣聞的，軼事的；傳聞的
anecdote,noun,（尤指關於某人的）趣聞，軼事
anesthetic,noun,（anaesthetic的美式拼寫）
angular,adjective,有角的；與角有關的
animate,adjective,有生命的，活的
animated,adjective,活躍的；生氣勃勃的
annex,verb,（通常指用武力或擅自）吞併；兼併；強佔
annihilate,verb,徹底摧毀；消滅；毀滅
announce,verb,（尤指公開地）宣佈，宣告，通告
announcement,noun,公告，佈告；通告；聲明
announcer,noun,（電視臺或電臺的）節目主持人，廣播員，播音員
annoy,verb,煩擾；打攪；使煩惱
annoying,adjective,討厭的；惱人的
annual,adjective,一年一度的；每年的
annually,adverb,一年一度地；每年地
anomaly,noun,異常的人（或事物）；不規則；（同一種類中的）畸形
anonymous,adjective,匿名的；不知姓名的；名字不公開的
antedate,verb,早於…存在
anthem,noun,國歌；（團體組織的）頌歌，讚歌
anthology,noun,（藝術作品的）選集；（常指）精選集
anthropology,noun,人類學
antibiotic,noun,抗生素，抗菌素
anticipate,verb,預期，期望；預料
anticipation,noun,期望，盼望
antiquate,None,None
antiquated,adjective,陳舊的；過時的；老式的
antique,noun,古物；古器；古董；古玩
antiquity,noun,（尤指六世紀以前的）古代
antiseptic,noun,防腐劑；（尤指）殺菌劑，消毒劑
anxious,adjective,焦慮的，不安的，擔心的
apologize,verb,道歉；認錯；謝罪
apology,noun,道歉；認錯；謝罪
appeal,noun,（尤指向公眾的）呼籲，籲請，求助，懇求
appealing,adjective,有吸引力的；有感染力的；有魅力的；令人感興趣的
appetite,noun,食慾，胃口
applaud,verb,鼓掌
appliance,noun,裝置，器械；（尤指）家用電器
applicant,noun,（尤指求職於或考大學的）申請人
application,noun,（通常指書面的）申請，請求
apply,verb,（尤指透過書面或表格形式）申請，請求
appoint,verb,任命；委任
appointment,noun,約會；預約；約定
apportion,verb,（尤指對過失、錢等）分擔，分配，分派
appraisal,noun,評定；鑒定；估價；評價
appreciable,adjective,明顯的；可察覺的；值得重視的；可觀的
appreciate,verb,欣賞；賞識；重視
appreciation,noun,欣賞；理解；感謝
apprentice,noun,學徒；徒弟
approach,verb,靠近；接近；臨近
approaching,verb,靠近；接近；臨近
appropriate,adjective,適當的，恰當的；合適的
appropriation,noun,據為己有，挪用
approval,noun,贊成；同意；稱許
approve,verb,贊成；同意；稱許
approximate,adjective,大致的，大約的，大概的
approximately,adverb,大約，大概，左右
apt,adjective,適當的，恰當的；合適的
aptly,None,None
aquamarine,noun,海藍寶石
aquarium,noun,養魚缸；水族玻璃槽；水族箱
aquatic,adjective,水棲的；水生的；水上的；水中（進行）的
arbitrary,adjective,任意的；隨機的；隨心所欲的
arboreal,adjective,樹木的；生活在樹上的，樹棲的
arc,noun,弧；弧狀；弧線；弧形
archaeological,adjective,考古學的；和考古有關的
archaeology,noun,考古學
archipelago,noun,群島；群島周圍的海域
architect,noun,建築師
architectural,adjective,建築的；建築學的
architecture,noun,建築學；建築術
ardent,adjective,熱烈的；激情的；強烈的
arduous,adjective,艱難的，艱巨的；費力的
arena,noun,（體育比賽或表演用的）場地，競技場，劇場
aria,noun,詠歎調；獨唱曲
arid,adjective,乾燥的，乾旱的
arithmetic,noun,算術
armor,noun,（armour的美式拼寫）
armored,adjective,（armoured的美式拼寫）
armory,noun,（armoury的美式拼寫）
arms,noun,武器，軍備
aroma,noun,（通常指食物、飲料的）香味，香氣，芳香
aromatic,adjective,有香味的，有香氣的，芳香的
arouse,verb,引起；喚起；激起
arrange,verb,安排；準備；籌劃
arrangement,noun,安排；籌劃；準備（工作）
array,noun,（尤指非常有吸引力、令人讚賞並常以特定的方式排列的）一系列，一批，大量，大群
arsenal,noun,武器庫；軍械庫
artery,noun,動脈
arthritis,noun,關節炎
article,noun,（報紙或雜誌上的）文章，報導；論文
articulate,adjective,能表達清楚的，善於表達的；口齒伶俐的，有口才的
artificial,adjective,人造的，人工的；仿造的
artisan,noun,工匠；手藝人
ascend,verb,上升；攀登；登上
ascending,adjective,（規模、價值等）上升的，增長的
ascent,noun,上升；攀登
ascribe,phrasal verb,把…歸因於；認為…是由於
aspect,noun,方面；層面
asphyxiate,verb,使窒息（而死）；使悶死
aspiration,noun,志向，抱負；渴望達到的目標
aspiring,adjective,雄心勃勃的演員（政治家，作家等）
assault,noun,毆打；襲擊，攻擊
assemblage,noun,（集合在一起的）一群人（或動物）；一批東西
assemble,verb,集合，聚集；收集
assembly,noun,（尤指為特定目的而經常）聚集在一起的人，（所有）與會者；集合，聚集
assert,verb,堅持自己的主張；表現堅定
assess,verb,評價；評定；對…估價
assessment,noun,評估；估價；評估結果
asset,noun,優點，長處；有用的人
assignment,noun,（尤指學業或工作方面的）任務，功課
assimilate,verb,加入；融入；（使）同化
assist,verb,幫助；協助；援助
assistance,noun,幫助；協助；援助
assistant,noun,助手；幫手；助理
associate,verb,將…（與…）聯繫起來，把…聯繫在一起
association,noun,協會；社團；聯盟
assorted,adjective,各種各樣的；混雜的；雜錦的
assortment,noun,各種各樣；混合；雜錦
assume,verb,假定，假設；臆斷，想當然地認為
assumption,noun,假定；假設；臆斷
assure,verb,（尤指為消除其憂慮而）確定地對…說，向…保證，使確信；讓…放心
assuredly,adverb,自信地
astonish,verb,使吃驚；使驚訝
astonished,adjective,感到震驚的；覺得驚駭的
astonishing,adjective,令人驚訝的；驚人的
astound,verb,使震驚；使驚駭
astounding,adjective,令人震驚的；使人驚駭的
astronomer,noun,天文學家
astronomical,adjective,天文學的；天文的，天體的
astronomy,noun,天文學
astute,adjective,敏銳的；精明的
asymmetrical,noun,非對稱性室間隔肥厚
atheist,noun,無神論者
athlete,noun,（尤指參加有組織的賽事的）運動員；健兒，擅長運動的人
atmosphere,noun,（包圍地球的）大氣，大氣層，大氣圈
atom,noun,原子
atomic,adjective,原子的
atomization,None,None
atrophy,verb,（身體部位）萎縮；衰退
attach,verb,繫，綁；連接；使附著；附上；固定
attached,adjective,依戀；喜歡
attachment,noun,附件；附屬物；附加設備
attack,verb,襲擊；毆打；攻擊；進攻
attain,verb,實現；獲得；贏得
attainment,noun,實現；獲得；贏得
attempt,verb,（尤指為完成難事而進行）努力，嘗試
attend,verb,出席，參加；到場
attendance,noun,（有規律地）出席，參加；到場（如去教堂，學校等）
attendant,noun,服務員；侍者
attention,noun,注意，留心；考慮；關心
attire,noun,（尤指特定樣式或正式的）服裝，衣著
attorney,noun,律師
attract,verb,（尤因具有積極、值得讚賞的品質而）吸引；招引；引起
attraction,noun,吸引（力）；有吸引力的事物
attractive,adjective,漂亮的；悅耳的；有魅力的；誘人的
attribute,noun,特性；特質；屬性
audible,adjective,可以聽到的，聽得見的
audience,noun,觀眾；聽眾；讀者
audit,verb,查…的賬目；審計
audition,noun,（演員、樂手、舞蹈演員等的）試鏡；試奏；試唱；試演
auditorium,noun,（劇院等的）聽眾席，觀眾席
auger,noun,螺旋鑽；鑽孔機
augment,verb,提高；增大；加強
aurora,noun,南極光
authentic,adjective,真的；真正的；可靠的；可信的
authenticate,verb,證明…是真實的；確認…的真實性；證實
authority,noun,威信；權力；管轄權
authorize,verb,批准，准許；授權，委託
autobiographical,None,None
autobiography,noun,自傳
automated,verb,使自動化
automatic,adjective,自動的；自動化的
automotive,adjective,汽車的；機動車輛的
autonomous,adjective,自主的，有自主權的
autonomy,noun,自治，自治權
auxiliary,adjective,輔助的
available,adjective,可獲得的；可用的
avalanche,noun,雪崩
avenue,noun,（兩邊有樹或高樓的）大街；（鄉間寬闊的）林蔭大道
average,noun,平均數；平均
averse,adjective,反對的；嫌惡的；不願意的
aversion,noun,厭惡，反感；討厭的人（或事物）
avert,verb,防止，避免
aviation,noun,航空（學）；飛行（術）；航空工業
aviator,noun,飛行員
avid,adjective,渴望的；急切的；熱衷的；幹勁十足的
avocation,None,None
avoid,verb,避開；逃避
avoidance,noun,避免
awareness,noun,意識
awkward,adjective,難用的；棘手的；難處理的，難對付的
awkwardly,adverb,局促不安地；尷尬地
axis,noun,軸（線）；中心線
baboon,noun,狒狒
bachelor,noun,獨身男子，單身漢
backbone,noun,脊骨，脊椎
backdrop,noun,背景幕
baggage,noun,行李
balance,noun,平衡
balanced,adjective,考慮周全，不偏不倚的
bald,adjective,禿頭的
ballet,noun,芭蕾舞；芭蕾舞劇
balloon,noun,氣球
balloonist,noun,乘熱氣球飛行者
balmy,adjective,（氣候）溫和宜人的
ban,verb,（尤指官方）禁止
band,noun,樂隊，樂團
bandanna,noun,（色彩鮮艷的）大圍巾，大頭巾
bandleader,noun,（尤指爵士樂的）樂隊指揮
bandmaster,noun,軍樂隊（或管樂隊）指揮
bang,verb,砰砰猛擊，重擊；（使）發出巨響
banker,noun,銀行家
bankrupt,adjective,破產的，資不抵債的
bankruptcy,noun,企業或個人破產（的狀況）
banner,noun,（遊行隊伍等用的）橫額，橫布條
banquet,noun,（正式的）宴會
bar,noun,酒吧；酒吧的吧台
barb,noun,（魚鈎或箭頭的）倒鈎，倒刺
barbecue,noun,烤肉架
barber,noun,理髮師
bare,adjective,赤裸的；裸體的；無遮蔽的；空的
barely,adverb,僅；剛好；幾乎沒有
barge,verb,（魯莽地）衝，闖
bark,noun,樹皮
barn,noun,穀倉，糧倉
baroque,adjective,巴羅克式的
barrel,noun,桶
barren,adjective,貧瘠的；不毛的
barrenness,None,None
barrier,noun,隔欄；屏障；障礙物
barter,verb,以物易物；易貨貿易
basement,noun,地下室
basin,noun,盆；水盆
bead,noun,（有孔的）珠子
beaded,adjective,以珠子裝飾的
beak,noun,（鳥類的）嘴，喙
beam,noun,光線；光束；光柱
bean,noun,豆；豆莢；菜豆；豆科植物
bear,verb,忍受；容忍；經受；承擔
beard,noun,（下巴上的）鬍鬚
beat,verb,打敗，戰勝
bedrock,noun,基岩
behalf,noun,代表…；作為…的代表；代替…
behave,verb,（以某種方式）行事，表現
behavior,noun,行為，舉止
beleaguer,None,None
belie,verb,給人以假像；掩飾（感情等）
bellows,noun,吹風機；風箱
below,adverb,在較低處；在某平面之下；（位置）低於
beneath,preposition,在（或往）…下麵；在（或往）…下方
beneficial,adjective,有益的，有用的，有利的
benefit,noun,利益，好處；優勢
benign,adjective,慈祥的；和善的
bequest,noun,遺贈，遺產
besides,adverb,而且；除…之外還有
besiege,verb,圍攻；圍困
bestow,verb,贈予；給予
betray,verb,背叛，出賣；對…不忠誠
beverage,noun,飲料
bias,noun,偏見；偏心；偏袒
bicameral,adjective,（政體）兩院制的
bilateral,adjective,雙邊的，雙方的
bill,noun,帳單
billion,noun,十億
biographer,noun,傳記作者
biography,noun,傳記
biologist,noun,生物學家
bison,noun,（尤指北美）野牛
bitter,adjective,極為不滿的；怨恨的；無法釋懷的
bitterness,noun,苦味
bizarre,adjective,怪誕的；罕見的；異乎尋常的
blacksmith,noun,鐵匠；馬蹄鐵匠人
blame,verb,責備；責怪；歸咎於
bland,adjective,無滋味的；枯燥乏味的；沒精打采的，無生氣的
blanket,noun,毛毯，毯子
blast,verb,炸毀；爆破
blaze,verb,熊熊燃燒
blazing,adjective,耀眼的；炙熱的；強烈的
bleach,noun,漂白劑
bleak,adjective,（地方）荒涼的；淒涼的
blemish,noun,疤痕；斑點；瑕疵
blend,noun,（不同東西或風格的）混合品，混合物
blessing,noun,祈神賜福；祝福
blight,noun,（植物的）枯萎病，疫病
blink,verb,眨（眼睛）
blizzard,noun,暴風雪；雪暴
block,noun,街區；街段
bloom,verb,開花；綻放
blossom,verb,（植物）開花
blues,noun,藍調（一種曲調憂傷的慢節奏音樂，源自美國南部，主要以歌手的困苦生活或愛情不幸為演唱內容）
bluff,verb,虛張聲勢；嚇唬
blunt,adjective,（鉛筆、刀等）鈍的，不鋒利的
blush,verb,（通常因尷尬而）臉紅
board,noun,（有特定用途的）薄木板；板；牌子
boardinghouse,None,None
boast,verb,自吹自擂，吹噓，誇耀
boastful,adjective,自吹自擂的，自誇的
bold,adjective,勇敢的，無畏的
bolster,verb,支撐；加固；提高；改善
bonanza,noun,獲利之道；發財的機會
bond,noun,紐帶；聯繫；關係
boom,noun,低沉有回響的聲音；隆隆聲
boon,noun,提高生活素質的東西；有用之物
boost,verb,改善；提高；增強；推動
bore,verb,使厭煩；使討厭
boredom,noun,厭煩；厭倦；乏味；無聊
boring,adjective,煩人的；乏味的；無聊的
boulder,noun,巨石
bounce,verb,（使）彈起，（使）反彈；反射；跳躍
bound,adjective,肯定的；極有可能的；必然的；註定了的
boundary,noun,分界線；邊界
boundless,adjective,無限的；無邊無際的
bouquet,noun,花束
bow,verb,（使）鞠躬；（使）欠身；點頭致意
bowl,noun,碗；缽
bowlegged,None,None
braid,noun,（作裝飾用的）穗帶，鑲邊
brain,noun,腦，大腦
brawl,noun,（亂哄哄的）毆鬥，閙事
breach,noun,破壞，違犯；違反，不履行
breakup,None,None
breath,noun,呼吸的空氣；氣息
breathe,verb,呼吸
breathing,noun,呼吸
breathless,adjective,氣喘吁吁的，上氣不接下氣的
breathtaking,adjective,極其刺激的；美得驚人的；驚人的
breed,verb,（為育種目的）飼養
breeze,noun,和風，微風
brighten,verb,（使）發光；（使）發亮
brilliance,noun,才華，聰慧
brilliantly,None,None
brim,noun,帽檐
briny,adjective,（水）多鹽的
brisk,adjective,輕快的，生氣勃勃的
briskness,None,None
brittle,adjective,易碎的，脆的
broadcast,verb,廣播（電視或無線電節目）；播送
broaden,verb,（使）變寬；（使）變闊
brochure,noun,小冊子；資料（或廣告）手冊
bronze,noun,青銅
brook,noun,小溪，小河
brown,noun,棕色（的），褐色（的）
brownish,adjective,淺棕色的，帶棕色的
bubble,noun,泡；氣泡；泡沫
buckle,noun,（皮帶等的）搭扣，扣環
bud,noun,芽；花蕾
buddy,noun,朋友
budget,noun,預算
buggy,noun,（為在崎嶇路面行駛而設計的無頂）小汽車
bulb,noun,球莖，鱗莖
bulk,noun,巨大的東西；大塊，大團
bulky,adjective,龐大而佔地方的
bump,verb,碰；撞
bunch,noun,串；束；紮
bundle,noun,束；捆
burdensome,adjective,麻煩的；沉重的，繁重的
burgeon,verb,迅速發展；快速生長
burning,adjective,燃燒的
burrow,noun,（尤指動物挖掘居住的）洞穴，地道
bush,noun,灌木
bust,noun,（女子的）胸部，胸圍
bustle,verb,匆忙做；忙碌
butter,noun,奶油
butterfly,noun,蝴蝶
buzz,verb,發嗡嗡聲；發蜂鳴聲
buzzer,noun,蜂鳴器
bypass,verb,繞過；繞…走；避開
cab,noun,（卡車、公共汽車、火車等大型車輛的）駕駛室
cabal,noun,（尤指策劃政治行動的）陰謀小集團，陰謀團夥
cabin,noun,小木屋；小棚屋
cabinetmaker,noun,細木工人；傢俱木工
cadaverous,adjective,死屍般的；慘白的；形容枯槁的
cadence,noun,（嗓音的）抑揚頓挫，起落
calculate,verb,算，計算
calculation,noun,算，計算
calculator,noun,計算機
calibration,None,None
calm,adjective,冷靜的，鎮靜的
camouflage,noun,（軍事）掩護，隱蔽，偽裝
campaign,noun,（尤指政治、商業或軍事的）專門活動，運動
cancel,verb,取消；終止；撤銷
cancellation,noun,取消；撤銷；使作廢
candid,adjective,（尤指對棘手或令人痛苦之事）率直的，坦誠的，直言不諱的
candidate,noun,申請人；候選人
cannibalism,None,None
canopy,noun,（座位或床上的）頂罩，罩蓋，罩篷
canvas,noun,帆布
canyon,noun,峽谷
capability,noun,能力；才能；水準
capable,adjective,有能力的；熟練的；能幹的
capacity,noun,容積，容量；生產能力；（尤指某人或某組織的）辦事能力
capillary,noun,毛細管；（尤指）毛細血管
captivity,noun,關押；囚禁
carapace,noun,（動物的）殼，甲殼
carat,noun,克拉，卡（寶石的重量單位）
carbohydrate,noun,碳水化合物，糖類；含碳水化合物的食物，澱粉質食物
cardiac,adjective,心臟的；心臟病的
cardinal,noun,（羅馬天主教會的）樞機主教，紅衣主教
career,noun,生涯，職業；事業
careerism,None,None
careful,adjective,仔細的；小心的；認真的
careless,adjective,不小心的；粗心的，馬虎的
carelessly,None,None
cargo,noun,（輪船、飛機等大型交通工具裝載的）貨物
caricature,noun,漫畫（藝術）；諷刺畫；諷刺描述
carnival,noun,狂歡節；嘉年華
carnivorous,None,None
carve,verb,（尤指在石頭或木頭上）雕刻
carver,noun,電動切肉刀
carving,noun,雕刻品；雕刻圖案；雕刻技藝
cassette,noun,盒式錄音（或錄影）帶；盒式錄音（或錄影）機
cast,noun,（一部電影、戲劇或演出的）全體演員
casting,noun,（一部電影、戲劇或演出的）全體演員
casual,adjective,（衣服）休閒的；便裝的
catalyst,noun,催化劑
catastrophe,noun,大災難；大災禍
catching,adjective,傳染性的
categorize,verb,對…進行分類，將…歸類
category,noun,種類，類別，範疇
cater,verb,提供飲食；承辦（宴席）
caterpillar,noun,毛蟲，蠋（蝴蝶或飛蛾的幼蟲）
cathedral,noun,（一個教區內的）總教堂，大教堂
cause,noun,（尤指不好的事情發生的）原因，起因
caution,noun,謹慎，小心，慎重
cautious,adjective,謹慎的，細心的，小心翼翼的
cautiously,adjective,謹慎的，細心的，小心翼翼的
cavern,noun,大洞穴；大山洞
cavity,noun,空隙；洞；腔
cease,verb,停止，中止
ceaseless,adjective,連續的；不停的，不斷的
celebrate,verb,慶祝，慶賀；祝賀
celebrated,adjective,著名的，聞名的，馳名的
celebrity,noun,（尤指娛樂界的）名人，明星；名流
celestial,adjective,天的，天空的；天外的
cell,noun,細胞
census,noun,（官方的）調查，統計；（尤指）人口普查
centenary,noun,一百週年紀念
centennial,noun,一百週年紀念
centigrade,noun,攝氏溫度
ceremonial,noun,典禮；儀式
ceremony,noun,典禮；儀式
chafe,verb,（使）擦傷；（使）擦破；（使）擦痛
chagrin,noun,（尤指失敗或錯誤引起的）失望，懊喪，懊惱
chalk,noun,白堊
chamber,noun,（用於特定用途或官方用途的）房間，室，廳；議院
champion,noun,（人或動物）冠軍，獲勝者
championship,noun,（尤指體育比賽的）冠軍賽，錦標賽
chaos,noun,混亂；無秩序狀態
chaotic,adjective,混亂的；毫無秩序的
chapel,noun,（基督教）小教堂，禮拜堂
character,noun,性格，個性；特徵
characteristic,noun,特色，特點，特徵
characterize,verb,是…的特徵；為…所特有
charcoal,noun,木炭；炭筆
charitable,adjective,慈善的
chart,noun,圖表；示意圖；曲線圖
charter,noun,憲章，章程（由統治者或政府批准或要求制定，闡明公民、組織或社會團體的權利）
chaste,adjective,純潔的；貞潔的
chat,verb,閒談，聊天，閒聊
chateau,noun,（法國的）豪宅，城堡
check,verb,檢查；核查，核對
checkout,noun,（尤指大型食品商店的）付款臺，結帳處，收銀臺
checkup,noun,體檢，健康檢查
chef,noun,（飯店或餐館的）廚師；（尤指）廚師長，大廚，主廚
cherish,verb,珍愛，鍾愛；愛護
chili,noun,（chilli的美式拼寫）
chill,verb,（使）變冷；（使）冷卻
chilly,adjective,（天氣、房間或人體）寒冷的，涼颼颼的
chisel,noun,鑿子；鏨子
chivalry,noun,騎士風度；（尤指男人對女人的）殷勤，彬彬有禮
choir,noun,合唱團；（尤指教堂的）唱詩班
choke,verb,（使）窒息；（使）哽噎；（使）呼吸困難
